Zip Code ZCTA,2010 Census Population
30176,7050
30177,1049
30178,3468
30179,16807
30180,34274
30182,2666
30183,5282
30184,6847
30185,3892
30187,8740
30188,52380
30189,36859
30204,13493
30205,3061
30206,2958
30213,29384
30214,28913
30215,33665
30216,2159
30217,9433
30218,1974
30220,5533
30222,4042
30223,36769
30224,25197
30228,38569
30230,9103
30233,23218
30234,1934
30236,46434
30238,34713
30240,30014
30241,23176
30248,23249
30250,679
30251,2342
30252,41428
30253,49380
30256,2826
30257,4138
30258,2622
30259,3041
30260,23244
30263,53008
30265,31713
30268,9090
30269,35069
30273,14709
30274,31893
30275,19
30276,13866
30277,20270
30281,66140
30284,55
30285,707
30286,23490
30288,8929
30289,82
30290,8286
30291,21010
30292,5943
30293,2981
30294,39865
30295,4159
30296,25840
30297,27188
30303,5934
30305,22999
30306,22246
30307,18004
30308,15413
30309,21845
30310,26912
30311,32218
30312,19360
30313,9495
30314,22020
30315,33857
30316,31110
30317,11970
30318,49736
30319,38423
30322,2023
30324,24267
30326,4802
30327,22208
30328,30348
30329,28539
30331,54094
30332,2970
30334,1
30336,971
30337,11505
30338,33617
30339,18304
30340,29394
30341,31793
30342,29879
30344,31776
30345,23129
30346,4696
30349,67602
30350,34740
30354,14857
30360,14536
30363,2680
30401,13500
30410,2168
30411,4371
30412,80
30413,1575
30415,6780
30417,11090
30420,1460
30421,3381
30423,120
30425,1198
30426,1100
30427,12864
30428,2766
30429,205
30434,5728
30436,11961
30438,74
30439,10877
30441,1663
30442,7698
30445,3285
30446,1357
30448,81
30449,119
30450,2583
30451,33
30452,1567
30453,9703
30454,538
30455,597
30456,2119
30457,6424
30458,41139
30460,427
30461,13390
30464,78
30467,12600
30470,517
30471,4702
30473,2972
30474,16594
30475,52
30477,3070
30501,28048
30504,22463
30506,41667
30507,28399
30510,8291
30511,3186
30512,19490
30513,11172
30516,2054
30517,11963
30518,45211
30519,39812
30520,4426
30521,4944
30522,1092
30523,12904
30525,7364
30527,4043
30528,22679
30529,10920
30530,6752
30531,11279
30533,25296
30534,26685
30535,7042
30536,8363
30537,1249
30538,2854
30540,17297
30541,1603
30542,31946
30543,4487
30545,936
30546,6496
30547,3268
30548,15870
30549,22500
30552,1697
30553,7232
30554,8535
30555,2061
30557,4975
30558,5456
30559,4333
30560,4599
30562,1128
30563,5373
30564,4463
30565,4758
30566,7906
30567,2981
30568,1877
30571,3682
30572,1260
30573,163
30575,1375
30576,2521
30577,22230
30581,73
30582,4567
30601,20835
30602,2409
30605,39952
30606,40225
30607,10895
30609,1956
30619,1440
30620,12486
30621,5109
30622,10344
30623,154
30624,2611
30625,2438
30627,2273
30628,6556
30629,4531
30630,2438
30631,1767
30633,8474
30634,2281
30635,16109
30641,1810
30642,11001
30643,16382
30646,6946
30648,2988
30650,11708
30655,24136
30656,15133
30660,1191
30662,8537
30663,3032
30664,38
30665,80
30666,8659
30667,1035
30668,1924
30669,3313
30673,7897
30677,17065
30678,1294
30680,37837
30683,6749
30701,40053
30705,33566
30707,16483
30708,293
30710,6661
30711,3569
30720,26895
30721,53601
30725,4647
30726,56
30728,19612
30730,1993
30731,2428
30733,2080
30734,3466
30735,6153
30736,41029
30738,3799
30739,5571
30740,8600
30741,29290
30742,7460
30746,1223
30747,16859
30750,4125
30751,91
30752,9800
30753,6697
30755,9590
30756,74
30757,1787
30802,6321
30803,741
30805,2734
30807,92
30808,4615
30809,38168
30810,2138
30812,363
30813,30415
30814,8150
30815,39640
30816,2109
30817,7676
30818,555
30820,1205
30821,882
30822,526
30823,1800
30824,17201
30828,4368
30830,13966
30833,4043
30901,16445
30903,585
30904,25666
30905,8955
30906,57748
30907,50913
30909,41585
30912,296
31001,4816
31002,2910
31003,112
31005,15102
31006,4923
31007,1117
31008,18453
31009,1477
31011,923
31012,2683
31014,13756
31015,21938
31016,1517
31017,1985
31018,2837
31019,2318
31020,2541
31021,28549
31022,1424
31023,15383
31024,20039
31025,1226
31027,10012
31028,5912
31029,16287
31030,18977
31031,6576
31032,13993
31033,2660
31035,1364
31036,12998
31037,4313
31038,761
31039,74
31041,988
31042,1841
31044,2911
31045,73
31046,3343
31047,11193
31049,1806
31050,965
31051,187
31052,8652
31054,1671
31055,8245
31057,2182
31058,2123
31060,1915
31061,43755
31062,495
31063,5666
31064,9450
31065,1118
31066,1147
31067,222
31068,5425
31069,18948
31070,998
31071,1199
31072,1326
31075,2496
31076,3064
31077,1275
31078,3566
31079,2398
31081,251
31082,10408
31083,362
31084,129
31085,1043
31087,9656
31088,50163
31089,4838
31090,1038
31091,5189
31092,7420
31093,28087
31094,1114
31096,7395
31097,1302
31098,2888
31201,8761
31204,31482
31206,29072
31207,974
31210,30968
31211,16282
31213,0
31216,16109
31217,18408
31220,13839
31301,4591
31302,7853
31303,1999
31304,132
31305,5989
31307,998
31308,7305
31309,1210
31312,16443
31313,40302
31314,1931
31315,7488
31316,9749
31318,341
31320,8794
31321,6326
31322,21137
31323,1762
31324,20495
31326,19269
31327,195
31328,3306
31329,9034
31331,7856
31401,21696
31404,31024
31405,37207
31406,33965
31407,7244
31408,9952
31409,652
31410,23654
31411,8384
31415,12091
31419,50954
31501,15576
31503,21116
31510,9848
31512,2248
31513,16084
31516,14735
31518,704
31519,3569
31520,22336
31522,14447
31523,13229
31524,0
31525,28247
31527,805
31532,727
31533,17494
31535,11264
31537,10097
31539,14468
31542,2811
31543,4796
31544,994
31545,16133
31546,8095
31547,1293
31548,20020
31549,2239
31550,780
31551,1020
31552,932
31553,5237
31554,7076
31555,2868
31556,67
31557,3043
31558,20373
31560,2842
31561,298
31562,2177
31563,1324
31565,1841
31566,3471
31567,782
31568,1273
31569,5580
31601,32730
31602,34702
31605,20188
31606,3861
31620,10690
31622,2178
31623,120
31624,1273
31625,1171
31626,3463
31627,239
31629,902
31630,419
31631,559
31632,10295
31634,5844
31635,6560
31636,9539
31637,2848
31638,1045
31639,10537
31641,1831
31642,4898
31643,8709
31645,5147
31647,3535
31648,1040
31649,1056
31650,3311
31698,2223
31699,621
31701,20552
31705,35565
31707,25299
31709,16019
31711,867
31712,1263
31714,6474
31716,2896
31719,10977
31720,455
31721,20095
31722,494
31730,9682
31733,1580
31735,817
31738,2102
31743,630
31744,3202
31747,281
31749,2783
31750,18687
31756,966
31757,10451
31763,23304
31764,1296
31765,2647
31768,23617
31771,5666
31772,482
31773,3729
31774,6714
31775,2979
31778,2562
31779,9927
31780,2285
31781,1752
31783,1107
31784,781
31787,1488
31788,10602
31789,1236
31790,2078
31791,12354
31792,23835
31793,9043
31794,27153
31795,2010
31796,1112
31798,983
31801,3008
31803,5662
31804,5934
31805,3191
31806,4962
31807,2483
31808,6679
31810,225
31811,5103
31812,565
31814,272
31815,3675
31816,6091
31820,8473
31821,250
31822,5429
31823,754
31824,1838
31825,2312
31826,2350
31827,2134
31829,1370
31830,2191
31831,3095
31832,217
31833,6900
31836,1154
31901,8638
31903,20128
31904,32871
31905,9
31905,16035
31906,21757
31907,55332
31909,35177
32003,27126
32008,5309
32009,3325
32011,13854
32024,18733
32025,22380
32026,1959
32033,4118
32034,31008
32038,9228
32040,7604
32043,24632
32044,2060
32046,9410
32052,9223
32053,3869
32054,12307
32055,16570
32058,4416
32059,2377
32060,21363
32061,283
32062,2449
32063,13429
32064,6860
32065,32770
32066,7312
32068,50815
32071,3671
32072,324
32073,38920
32079,433
32080,20165
32081,4524
32082,28996
32083,4690
32084,29729
32086,24546
32087,5518
32091,15472
32092,28242
32094,2724
32095,7302
32096,2635
32097,15616
32102,2565
32110,7600
32112,7713
32113,6627
32114,32084
32117,24170
32118,16961
32119,20189
32124,5986
32127,29413
32128,16910
32129,20104
32130,5474
32131,4701
32132,7265
32133,137
32134,8084
32136,7080
32137,37821
32139,1129
32140,1741
32141,17603
32145,5456
32147,593
32148,11201
32157,407
32159,28867
32162,45180
32164,41616
32168,23642
32169,9816
32174,47552
32176,14339
32177,27132
32179,8156
32180,4218
32181,2551
32187,1713
32189,5807
32190,1170
32193,825
32195,3328
32202,7915
32204,6906
32205,28225
32206,17669
32207,33306
32208,30879
32209,34305
32210,59080
32211,30501
32212,1959
32216,34876
32217,18817
32218,53473
32219,11886
32220,12946
32221,27918
32222,8691
32223,23980
32224,38934
32225,52485
32226,15761
32227,2149
32228,314
32233,23673
32234,6606
32244,57369
32246,48789
32250,25356
32254,13570
32256,38483
32257,36430
32258,26759
32259,36917
32266,7037
32277,29517
32301,29321
32303,47359
32304,46145
32305,20073
32308,21586
32309,30159
32310,17402
32311,17493
32312,31869
32317,14067
32320,3858
32321,6460
32322,4007
32323,217
32324,5445
32327,26953
32328,3149
32330,804
32331,4242
32332,1642
32333,11330
32334,1904
32336,1391
32340,11808
32343,3044
32344,13193
32346,1693
32347,8057
32348,12442
32350,1417
32351,17486
32352,6638
32355,312
32356,129
32358,2145
32359,1721
32361,252
32399,2
32401,22647
32403,2995
32404,38425
32405,29980
32407,9347
32408,15352
32409,8691
32410,740
32413,13128
32420,2144
32421,4497
32423,1264
32424,7994
32425,14268
32426,942
32427,1475
32428,17412
32430,1199
32431,4983
32432,89
32433,16025
32435,6651
32437,679
32438,4060
32439,7715
32440,7563
32442,3699
32443,2921
32444,18985
32445,2644
32446,11075
32447,78
32448,8684
32449,478
32455,4736
32456,6966
32459,11457
32460,5856
32461,13
32462,3412
32463,114
32464,3994
32465,9232
32466,5641
32501,11730
32502,3298
32503,32011
32504,21441
32505,28213
32506,33846
32507,28996
32508,5852
32509,660
32511,1145
32514,37399
32526,36297
32530,38
32531,5296
32533,26493
32534,14029
32535,6326
32536,19709
32539,25079
32541,15565
32542,3457
32544,1818
32547,32485
32548,19343
32550,5867
32561,7899
32563,22406
32564,2881
32565,5719
32566,33671
32567,3510
32568,3122
32569,11235
32570,28817
32571,28881
32577,4625
32578,30108
32579,9997
32580,3662
32583,25586
32601,18585
32603,6741
32605,22925
32606,21833
32607,29750
32608,45842
32609,18756
32612,5458
32615,14295
32616,872
32617,4109
32618,7732
32619,4730
32621,5584
32622,1294
32625,1838
32626,8133
32628,4850
32631,291
32639,397
32640,10510
32641,14291
32643,10936
32648,437
32653,12844
32656,14014
32658,308
32664,510
32666,5916
32667,3794
32668,5082
32669,11623
32680,10223
32681,136
32683,151
32686,5003
32692,295
32693,12154
32694,2142
32696,12071
32697,253
32701,21577
32702,2705
32703,46207
32707,35335
32708,42012
32709,2566
32712,41769
32713,19491
32714,34862
32720,29700
32724,31826
32725,44905
32726,20029
32730,5354
32732,5589
32735,3903
32736,9736
32738,43830
32744,3588
32746,40571
32750,22713
32751,19928
32754,11313
32757,23746
32759,2871
32763,21263
32764,3120
32765,56349
32766,15698
32767,2622
32771,49481
32773,28787
32776,10262
32778,18617
32779,27556
32780,34628
32784,11432
32789,24557
32792,46914
32796,20139
32798,2550
32801,12050
32803,19020
32804,17312
32805,21810
32806,24820
32807,31465
32808,46334
32809,26773
32810,32210
32811,35825
32812,32844
32814,6151
32817,35105
32818,43911
32819,24976
32820,7974
32821,21423
32822,53029
32824,37401
32825,53024
32826,29347
32827,6362
32828,57881
32829,17822
32830,26
32831,2542
32832,13787
32833,9241
32835,39633
32836,16647
32837,51219
32839,50279
32901,24521
32903,12869
32904,26710
32905,22084
32907,41870
32908,10892
32909,30120
32920,9848
32922,14916
32925,1222
32926,22752
32927,28092
32931,13567
32934,17338
32935,39082
32937,24969
32940,31999
32948,6773
32949,2248
32950,3982
32951,10673
32952,19881
32953,22754
32955,36374
32958,25366
32960,20037
32962,22716
32963,14911
32966,15626
32967,19518
32968,12830
32970,303
32976,9079
33001,315
33004,15588
33009,39341
33010,46187
33012,72248
33013,33852
33014,40654
33015,63544
33016,45342
33018,46117
33019,15107
33020,41329
33021,45921
33023,63576
33024,63916
33025,59039
33026,28498
33027,57663
33028,26696
33029,45235
33030,34110
33031,5859
33032,34088
33033,49028
33034,18613
33035,13497
33036,3035
33037,11612
33039,122
33040,32891
33042,5829
33043,4313
33050,8922
33051,796
33054,29061
33055,43194
33056,35059
33060,32154
33062,23948
33063,51019
33064,52969
33065,51921
33066,15760
33067,26458
33068,49824
33069,25700
33070,5344
33071,36964
33073,29168
33076,29751
33101,0
33109,594
33122,1
33125,52677
33126,46867
33127,28909
33128,7562
33129,13833
33130,26108
33131,14917
33132,11165
33133,31926
33134,37456
33135,36066
33136,13791
33137,19410
33138,27571
33139,38613
33140,21210
33141,35249
33142,52606
33143,31407
33144,26903
33145,29758
33146,14995
33147,46933
33149,12389
33150,27811
33154,13971
33155,43788
33156,31315
33157,63226
33158,6694
33160,40053
33161,53710
33162,43539
33165,56149
33166,23038
33167,18846
33168,25792
33169,39353
33170,12253
33172,37664
33173,33141
33174,32524
33175,53206
33176,50170
33177,53191
33178,39489
33179,41332
33180,30840
33181,18413
33182,16929
33183,35949
33184,21075
33185,27189
33186,67137
33187,16315
33189,23828
33190,11593
33193,46044
33194,7742
33196,43620
33301,14586
33304,17724
33305,11927
33306,3397
33308,28217
33309,33705
33311,63786
33312,49343
33313,56039
33314,21885
33315,12153
33316,10044
33317,35372
33319,44420
33321,44327
33322,37858
33323,18929
33324,42847
33325,27570
33326,31257
33327,22658
33328,27415
33330,14107
33331,23204
33332,11199
33334,28749
33351,32890
33401,24879
33403,12042
33404,27489
33405,19155
33406,26312
33407,29659
33408,16921
33409,29140
33410,32570
33411,65245
33412,14414
33413,15162
33414,53718
33415,44963
33417,29156
33418,36017
33426,20082
33428,38548
33430,21427
33431,18290
33432,18715
33433,41722
33434,19260
33435,32104
33436,41896
33437,35938
33438,459
33440,19743
33441,26838
33442,28075
33444,20221
33445,29754
33446,22088
33449,10817
33455,19980
33458,49396
33460,30790
33461,40748
33462,30879
33463,53766
33467,48808
33469,14449
33470,26551
33471,6818
33472,19100
33473,6265
33476,7669
33477,13074
33478,12704
33480,9549
33483,12093
33484,23443
33486,21720
33487,16421
33493,4926
33496,20969
33498,14557
33503,108
33510,27610
33511,52003
33513,12086
33514,1811
33521,599
33523,18313
33525,18439
33527,15203
33534,12839
33538,4789
33540,8752
33541,19759
33542,20824
33543,21898
33544,22800
33545,13996
33547,19813
33548,5807
33549,16132
33556,22015
33558,20064
33559,15427
33563,25488
33565,17975
33566,19522
33567,11505
33569,23074
33570,20758
33572,14117
33573,19172
33576,3784
33578,36693
33579,25723
33584,25392
33585,1058
33592,10091
33594,32677
33596,29283
33597,8026
33598,13665
33602,11515
33603,19100
33604,35485
33605,17073
33606,17746
33607,23541
33609,15999
33610,39222
33611,29478
33612,44601
33613,31990
33614,46449
33615,43453
33616,13560
33617,41443
33618,25570
33619,34581
33620,5158
33621,1643
33624,37457
33625,24645
33626,27557
33629,23638
33634,20225
33635,15741
33637,15351
33647,55034
33701,15014
33702,29664
33703,23680
33704,16098
33705,26435
33706,15901
33707,24599
33708,15447
33709,26023
33710,32780
33711,19162
33712,25066
33713,29812
33714,18531
33715,7407
33716,15424
33744,148
33755,26146
33756,31275
33759,17820
33760,15133
33761,18167
33762,8499
33763,17887
33764,24045
33765,13275
33767,8007
33770,25281
33771,29839
33772,22981
33773,16826
33774,17712
33776,12402
33777,17140
33778,14263
33781,25922
33782,20850
33785,5533
33786,1669
33801,33741
33803,27094
33805,23153
33809,28929
33810,44254
33811,20980
33812,13166
33813,31698
33815,14267
33823,28874
33825,24942
33827,3036
33830,27542
33834,7448
33837,20234
33838,3515
33839,2756
33841,8722
33843,11093
33844,33804
33847,227
33848,851
33849,856
33850,7519
33851,907
33852,21790
33853,11161
33854,194
33855,43
33856,487
33857,1728
33859,10582
33860,22886
33865,786
33867,106
33868,11720
33870,20601
33872,14158
33873,14742
33875,11108
33876,4968
33877,276
33880,37798
33881,29345
33884,28763
33890,5060
33896,6633
33897,14117
33898,15355
33901,19500
33903,20776
33904,30613
33905,31203
33907,22138
33908,38251
33909,23119
33912,15392
33913,17103
33914,35848
33916,20134
33917,28666
33919,27837
33920,4947
33921,1720
33922,4055
33924,761
33928,20830
33930,1075
33931,10005
33935,20383
33936,18994
33944,298
33945,57
33946,2125
33947,8180
33948,15958
33950,20699
33952,28382
33953,5522
33954,9290
33955,10060
33956,3776
33957,6469
33960,854
33965,1648
33966,8251
33967,22799
33971,19730
33972,10880
33973,10798
33974,11982
33976,12534
33980,10322
33981,9534
33982,9176
33983,13954
33990,28173
33991,18010
33993,20628
34101,10
34102,10460
34103,12150
34104,23691
34105,13933
34108,16874
34109,23338
34110,20762
34112,27002
34113,17971
34114,13653
34116,30005
34117,14250
34119,25756
34120,26147
34134,14112
34135,37315
34137,227
34138,359
34139,561
34140,273
34141,232
34142,27304
34145,16407
34201,3682
34202,19816
34203,34862
34205,29656
34207,29728
34208,33121
34209,31816
34210,15916
34211,2775
34212,15146
34215,768
34216,1503
34217,5007
34219,17135
34221,39457
34222,11952
34223,16875
34224,15394
34228,6888
34229,7192
34231,30268
34232,30969
34233,16653
34234,19788
34235,13640
34236,12394
34237,16304
34238,17500
34239,15038
34240,11501
34241,13590
34242,8865
34243,26115
34251,6351
34266,31055
34268,220
34269,3615
34275,16245
34285,17599
34286,17970
34287,23859
34288,10856
34289,2199
34291,7125
34292,13516
34293,33001
34420,16287
34428,9109
34429,8563
34431,7815
34432,12273
34433,6647
34434,8191
34436,7938
34442,14568
34445,44
34446,16326
34448,10797
34449,2809
34450,10293
34452,11919
34453,10112
34461,10562
34465,15870
34470,17838
34471,25152
34472,25968
34473,17029
34474,16062
34475,12177
34476,20862
34479,13032
34480,19068
34481,17536
34482,22500
34484,3069
34488,10291
34491,27454
34498,513
34601,22336
34602,7346
34604,10003
34606,26208
34607,8133
34608,31099
34609,37129
34610,12907
34613,17814
34614,6692
34637,6297
34638,20048
34639,24092
34652,24147
34653,30756
34654,21716
34655,38464
34661,297
34667,32144
34668,42619
34669,12648
34677,20842
34679,99
34681,1294
34683,31268
34684,25847
34685,17286
34688,7274
34689,26132
34690,13137
34691,21079
34695,17496
34698,37240
34705,2500
34711,51847
34714,14685
34715,15455
34731,10815
34734,3835
34736,13961
34737,2523
34739,793
34741,40828
34743,33632
34744,44142
34746,35022
34747,13692
34748,38246
34753,5353
34756,3006
34758,30879
34759,30170
34760,875
34761,37500
34762,622
34769,21399
34771,14280
34772,22770
34773,2983
34785,17406
34786,28092
34787,46083
34788,17519
34797,1293
34945,5514
34946,6025
34947,12186
34949,7103
34950,15436
34951,14115
34952,38285
34953,61494
34956,9874
34957,22257
34972,20180
34974,23661
34981,4239
34982,24544
34983,38480
34984,13764
34986,23297
34987,6118
34990,27707
34994,15967
34996,10649
34997,40405
35004,10427
35005,7942
35006,3121
35007,26225
35010,20816
35013,124
35014,4546
35016,16778
35019,2117
35020,27139
35022,18888
35023,25436
35031,7933
35032,66
35033,3403
35034,5541
35035,1581
35036,297
35040,14965
35042,5831
35043,9234
35044,7713
35045,14870
35046,5108
35049,3996
35051,8787
35052,277
35053,2617
35054,4101
35055,19427
35057,12630
35058,9936
35060,414
35061,1465
35062,7944
35063,3866
35064,11458
35068,7232
35070,265
35071,15661
35072,5193
35073,2382
35074,93
35077,13142
35078,2082
35079,8810
35080,15881
35082,7
35083,3268
35085,8933
35087,2115
35089,2238
35091,2719
35094,14212
35096,7815
35097,1748
35098,1375
35111,16140
35112,801
35114,7172
35115,14118
35116,4240
35117,5367
35118,3138
35119,116
35120,13842
35121,15570
35124,23020
35125,10456
35126,21725
35127,10099
35128,10197
35130,3233
35131,4159
35133,3907
35135,1812
35136,1796
35139,150
35143,3281
35146,10948
35147,5468
35148,2702
35149,630
35150,18472
35151,7632
35160,26822
35171,3281
35172,2986
35173,25176
35175,5041
35176,921
35178,3378
35179,8958
35180,13794
35183,706
35184,5841
35186,4931
35187,32
35188,2715
35203,3798
35204,10337
35205,19686
35206,17177
35207,9010
35208,14855
35209,29544
35210,13952
35211,26236
35212,11539
35213,13185
35214,19592
35215,46951
35216,36408
35217,13729
35218,7353
35221,4834
35222,7884
35223,11043
35224,6094
35226,31471
35228,10419
35229,940
35233,1308
35234,6311
35235,19484
35242,49545
35243,17328
35244,32390
35254,1403
35401,39878
35404,21251
35405,37661
35406,13864
35441,1060
35442,4972
35443,2009
35444,3699
35446,2234
35447,3460
35452,3880
35453,11127
35456,3759
35457,82
35458,594
35459,872
35460,834
35461,1952
35462,5061
35463,1749
35464,654
35466,6075
35469,221
35470,5468
35473,14909
35474,6180
35475,14507
35476,8106
35477,335
35480,1343
35481,3668
35490,3857
35501,10424
35503,9068
35504,13596
35540,2415
35541,3597
35542,1021
35543,1137
35544,673
35545,100
35546,3901
35548,1558
35549,4341
35550,5605
35552,1044
35553,4680
35554,1186
35555,10177
35559,57
35563,4340
35564,2361
35565,13485
35570,11145
35571,895
35572,1131
35574,1507
35575,1018
35576,3217
35577,38
35578,5833
35579,3136
35580,3791
35581,5778
35582,4093
35584,460
35585,1418
35586,4469
35587,1025
35592,4664
35593,1931
35594,7794
35601,34434
35603,30545
35610,2252
35611,25251
35613,20546
35614,7456
35615,68
35616,4043
35618,1870
35619,5135
35620,8868
35621,2852
35622,7388
35630,32629
35633,20877
35634,9711
35640,24267
35643,2941
35645,14060
35646,4635
35647,1030
35648,3635
35649,68
35650,13971
35651,1312
35652,8190
35653,11150
35654,8685
35660,9042
35661,16617
35670,7676
35671,2107
35672,6445
35673,8199
35674,18475
35677,1921
35739,5146
35740,3482
35741,2933
35744,2570
35745,288
35746,856
35747,5901
35748,6276
35749,20575
35750,12783
35751,265
35752,2047
35754,5362
35755,586
35756,9016
35757,12840
35758,41875
35759,6406
35760,5065
35761,11630
35763,14216
35764,653
35765,4013
35766,150
35768,11581
35769,9537
35771,3645
35772,4908
35773,13018
35774,165
35775,636
35776,3395
35801,21509
35802,21297
35803,25471
35805,22498
35806,18951
35808,1946
35810,30617
35811,25955
35816,15228
35824,6070
35896,636
35901,20045
35903,18088
35904,14194
35905,6410
35906,9897
35907,8345
35950,20826
35951,13098
35952,7727
35953,7319
35954,12416
35956,8842
35957,15693
35958,3582
35959,4836
35960,10087
35961,6514
35962,8300
35963,1704
35966,3914
35967,16630
35968,4575
35971,4914
35972,1139
35973,2870
35974,1589
35975,1058
35976,16272
35978,5390
35979,1398
35980,5161
35981,2141
35983,3738
35984,1889
35986,7744
35987,2666
35988,1940
35989,3573
35990,38
36003,1975
36005,1522
36006,1313
36009,2566
36010,4677
36013,562
36016,5150
36017,3318
36020,1123
36022,13092
36024,5428
36025,5729
36026,1089
36027,16261
36028,1746
36029,723
36030,491
36031,156
36032,2339
36033,4299
36034,807
36035,1913
36036,2003
36037,14074
36038,57
36039,253
36040,3976
36041,1318
36042,1500
36043,3666
36046,1490
36047,1396
36048,1459
36049,5706
36051,2304
36052,739
36053,1967
36054,15066
36064,6753
36066,19089
36067,26954
36069,1935
36071,766
36075,2226
36078,13179
36079,9339
36080,2271
36081,15267
36082,1667
36083,9563
36088,4767
36089,8760
36091,3648
36092,20274
36093,9456
36104,9468
36105,12043
36106,15211
36107,9589
36108,21306
36109,24777
36110,12997
36111,12176
36112,553
36113,1902
36115,623
36116,43790
36117,50268
36201,20156
36203,18799
36205,635
36206,11427
36207,19801
36250,4603
36251,5103
36255,969
36256,1570
36258,1599
36260,4247
36262,1448
36263,658
36264,8659
36265,21060
36266,5582
36267,35
36268,5432
36269,1395
36271,6023
36272,13389
36273,2914
36274,11199
36276,2592
36277,5420
36278,4366
36279,2645
36280,3932
36301,35759
36303,30217
36305,14470
36310,6783
36311,2770
36312,6187
36313,285
36314,595
36316,1722
36317,590
36318,1296
36319,2276
36320,3837
36321,1632
36322,9072
36323,8255
36330,35530
36340,5490
36343,1579
36344,5732
36345,7822
36346,1456
36350,6540
36351,3146
36352,4885
36353,1968
36360,20157
36362,4637
36370,972
36371,720
36373,581
36374,970
36375,7390
36376,2445
36401,8314
36420,10673
36421,9241
36425,1008
36426,16202
36432,2420
36435,579
36436,531
36439,583
36441,3576
36442,3555
36444,702
36445,5050
36446,490
36451,4977
36453,2198
36454,51
36455,465
36456,1820
36460,10738
36467,10058
36470,98
36471,1257
36473,106
36474,2926
36475,2208
36476,51
36477,4946
36480,1773
36481,593
36482,1090
36483,536
36502,18355
36505,1481
36507,19090
36509,1983
36511,764
36512,46
36513,555
36518,2842
36521,5431
36522,7183
36523,2818
36524,1232
36525,1935
36526,27890
36527,12109
36528,1237
36529,478
36530,6873
36532,27829
36535,26767
36538,374
36539,802
36540,691
36541,15647
36542,12705
36543,66
36544,12476
36545,9941
36548,1136
36549,4271
36550,217
36551,8258
36553,3575
36555,654
36556,308
36558,3854
36559,233
36560,3690
36561,5808
36562,1596
36564,107
36567,12672
36568,162
36569,928
36571,14423
36572,6340
36574,1341
36575,18345
36576,4143
36578,1749
36579,1590
36580,5420
36581,224
36582,24624
36583,639
36584,772
36585,972
36587,12053
36590,20
36602,1057
36603,7922
36604,10456
36605,30111
36606,18733
36607,6852
36608,36864
36609,25846
36610,13209
36611,6106
36612,4541
36613,12749
36615,391
36616,27
36617,13967
36618,16737
36619,14269
36688,659
36693,17847
36695,45118
36701,24268
36703,13643
36720,784
36722,472
36723,230
36726,4814
36727,61
36728,461
36732,8395
36736,1207
36738,952
36740,1328
36742,2554
36744,7419
36748,3260
36749,1089
36750,2901
36751,945
36752,1644
36753,85
36754,344
36756,6165
36758,1412
36759,1501
36761,1161
36763,139
36765,1294
36766,25
36767,2012
36768,1096
36769,3014
36773,512
36775,800
36776,1489
36782,2405
36783,945
36784,7754
36785,1165
36786,3365
36790,139
36792,1169
36793,568
36801,22214
36804,16861
36830,33201
36832,22071
36849,3150
36850,2630
36852,2129
36853,8269
36854,14576
36855,1551
36856,3719
36858,441
36859,34
36860,1580
36861,3264
36862,6623
36863,11672
36865,23
36866,3955
36867,22210
36869,18751
36870,18783
36871,1277
36874,7901
36875,4622
36877,11414
36879,2114
36901,329
36904,4098
36907,1930
36908,2417
36910,35
36912,2017
36913,53
36915,627
36916,709
36919,2143
36921,1035
36922,656
36925,3115
37010,4679
37012,2292
37013,78406
37014,1855
37015,17184
37016,793
37018,2259
37019,694
37020,5036
37022,5469
37023,1811
37025,6226
37026,2201
37027,49035
37028,676
37029,5628
37030,6982
37031,3712
37032,4493
37033,7805
37034,6591
37035,3766
37036,5862
37037,6312
37040,44924
37042,66916
37043,39945
37046,3665
37047,2345
37048,6030
37049,3244
37050,1699
37051,3677
37052,2656
37055,27024
37057,834
37058,7081
37059,1552
37060,2230
37061,5153
37062,10745
37064,48118
37066,42758
37067,23652
37069,18899
37072,30215
37073,13350
37074,6965
37075,59256
37076,35230
37078,674
37079,2578
37080,7384
37082,6107
37083,13909
37085,4035
37086,31513
37087,41132
37090,12922
37091,21005
37095,1854
37096,5503
37097,2294
37098,5382
37101,6422
37110,32495
37115,37316
37118,1264
37122,46463
37127,15786
37128,38966
37129,49103
37130,52070
37132,2776
37134,3061
37135,9681
37137,2725
37138,22191
37140,1365
37141,1224
37142,1902
37143,3818
37144,3344
37145,2157
37146,7182
37148,22320
37149,2210
37150,4894
37151,565
37153,5520
37160,32744
37165,70
37166,13446
37167,49322
37171,917
37172,28714
37174,26418
37175,1015
37178,2112
37179,11767
37180,3033
37181,1534
37183,3229
37184,5844
37185,8638
37186,9184
37187,6829
37188,13643
37189,3320
37190,8787
37191,4020
37201,2137
37203,11883
37204,12031
37205,24057
37206,25699
37207,34880
37208,16067
37209,35457
37210,16067
37211,74755
37212,20148
37213,218
37214,28973
37215,21190
37216,17848
37217,29599
37218,14855
37219,1162
37220,5786
37221,36610
37228,1160
37240,754
37243,0
37246,0
37301,1429
37302,3730
37303,25461
37305,889
37306,2760
37307,4870
37308,2772
37309,2138
37310,4135
37311,27373
37312,30962
37313,1731
37315,1556
37317,2403
37318,1978
37321,19113
37322,8239
37323,30439
37324,5322
